filename,text
TE_BABJI_000001111,raitu pakSapAti kesIAr pocAraM
TE_BABJI_000001112,yureka aMTe ardhaM idi ikkaDa mAtraM saspaెns
TE_BABJI_000001113,A mATaMTe hodA ఎlA istAru jagan
TE_BABJI_000001114,nirupamAna racayita AviSkaraNa sabha
TE_BABJI_000001115,taెlugu bigbAs priyulaku zubhavArta
TE_BABJI_000001116,talakiMdula caduvunu saricesedaెvaru
TE_BABJI_000001117,brekiMg jaiTlI prakaTanato bhaggumanna epI ఎMpIlu
TE_BABJI_000001118,janasena kavAtu
TE_BABJI_000001119,pIఎnbI skAmpai paెdavi vippina jaiTlI
TE_BABJI_000001120,ADapaDuculu kApADutunnAru
TE_BABJI_000001121,mAruti lAbhaM rU koTlu
TE_BABJI_000001122,nADu gaొrraెla kApalAdAru neDu iMTarneSanal krikaెT kAmaెMTareTar
TE_BABJI_000001123,bIjepIpIDIpI kUTamipai rAhul gAMdhI ghATu vyAkhyalu
TE_BABJI_000001124,reSan paMpiNIlo avakatavakalaku pAlpaDite caryale
TE_BABJI_000001125,TIDIpIpai dUkuDu paెMcina bIjepI praznala varSaM
TE_BABJI_000001126,soniyAdi mitimIrina AtmavizvAsaM athavAle
TE_BABJI_000001127,adbhutAla AmsTarDAm
TE_BABJI_000001128,cIpaెsT rIcArjnu prakaTiMcina ఎyirTaెl
TE_BABJI_000001129,cepa prasAdaM kosaM ArTIsI sevalu
TE_BABJI_000001130,amaెrikAku ghora avamAnaM
TE_BABJI_000001131,phraెMD kosaM parIkSa rAyaDAniki vacci
TE_BABJI_000001132,hAmIla amalu korite AMdhrula aMtucUstArA
TE_BABJI_000001133,anyAyaMpai spaMdiMcare TIjITI sains abhyarthulu
TE_BABJI_000001134,gurtupaెTTukoMDi dIni guriMci aMdarU mATlADe roju vastuMdi hIroyin
TE_BABJI_000001135,AdAyapu pannu zAkhapai suprIMkorTu AgrahaM rU lakSalu jarimAnA vidhiMpu
TE_BABJI_000001136,amaెjAn praimnu ucitaMgA aMdistunna ఎyirTaెl
TE_BABJI_000001137,ఎTTakelaku UraTa SamI ADeMduku aMgIkariMcina bIsIsIai
TE_BABJI_000001138,maొlakala kArn cAT
TE_BABJI_000001139,mahAtmAgAMdhI guriMci I viSayAlu taెlusA
TE_BABJI_000001140,haidarAbAdlo udyogAvakAzAlugrAmINa nirudyoga yuvatI yuvakulaku zubhavArta
TE_BABJI_000001141,maMtri lokeSku arudaina gauravaM
TE_BABJI_000001142,ఎmmaెlye hatya kesunu ఒkka rojulone cedhiMcina polIsulu
TE_BABJI_000001143,mIru ఎkkuvagA spaMdistunnAru mI pani mIru cUsukuMTe baెTar imrAnku bhArat sUcana
TE_BABJI_000001144,kUli panulu cese talli TailariMg cese taMDri paTTubaTTi cadivi
TE_BABJI_000001145,vidyArthinini tana rUmku tIsukaెLli
TE_BABJI_000001146,raSyA opaెn TaiTil vijeta saurabh
TE_BABJI_000001147,kicaెn kaొtta haొyalu
TE_BABJI_000001148,padahAreLla saMcalanaM
TE_BABJI_000001149,keఎl iMjanIriMg praveza parIkSa posTar AviSkaraNa
TE_BABJI_000001150,atanaొkkaDe ఎkarA varini  gaMTallo
TE_BABJI_000001151,aidu vikaెTlu kolpoyina pAkisthAn
TE_BABJI_000001152,AlayaMlo saెlphI sUsaiD
TE_BABJI_000001153,big bAs   kauzalku klAs tIsukunna nAni
TE_BABJI_000001154,rohit tInmAr
TE_BABJI_000001155,durgaguDi ghAT roDDulo trAcupAmu kalakalaM
TE_BABJI_000001156,vaMdeLLa paMDugalo vaెyyeLLa Alocana
TE_BABJI_000001157,avizvAsaM Akhari astraM
TE_BABJI_000001158,DisaెMbar  nuMci aMbedkar varsiTI pIjI parIkSalu
TE_BABJI_000001159,riyalTIlo pii paెTTubaDula rikArDu
TE_BABJI_000001160,vRddhurAliki bhujaM mArpiDi taెlugu rASTrAllo maొdaTisAri
TE_BABJI_000001161,muMbay Tu laMDan vayA himAcal
TE_BABJI_000001162,mUDu vibhAgAllo kvArTarsku
TE_BABJI_000001163,meyar ఎnnikallo bIjepI vijayabheri
TE_BABJI_000001164,niSedhaM nuMci vArnar smitlaku UraTa
TE_BABJI_000001165,nA kaొDuku golD avadhululeni AnaMdaMlo taMDri
TE_BABJI_000001166,kohlI paruvunu gaMgalo kalipesina aislyAMD krikaెT
TE_BABJI_000001167,viSAdaM kabaLiMcina kuMpaTi Aruguru bali
TE_BABJI_000001168,vRttipara niyojakavargAlu
TE_BABJI_000001169,sTeSanlo masAj ceyiMcukuMTU phiryAdu vinna eఎssai vIDiyo vairal
TE_BABJI_000001170,vidyA saMsthallo haritahAraM
TE_BABJI_000001171,bIఎsఎnఎl naెM dhara rU lakSalu
TE_BABJI_000001172,grAmaM nuMci pAlithin bhUtAnni tarimikaొTTeMduku
TE_BABJI_000001173,pAMDyato DeTiMg viSayamai spaMdiMcina naTi
TE_BABJI_000001174,kAlaM kAlarAyani krauryaM
TE_BABJI_000001175,kasTams suMkaMto kArla ammakAlaku daెbba jaెఎlAr
TE_BABJI_000001176,bIjepI pradhAna kAryAlayaM nUtana bhavanaM prAraMbhaM repe
TE_BABJI_000001177,A vimAnAle kArgillo bAMbulezAyi  rAhul gAMdhI
TE_BABJI_000001178,mAgaMTi maొDiyaM pItalaku bhadrata mariMta kaTTudiTTaM
TE_BABJI_000001179,maro iddaru cinnArulanu ammezA ఒppesukunna madar thaెrIsA cAriTI nan
TE_BABJI_000001180,smRti kala naెraveriMdi
TE_BABJI_000001181,eDAdi kaniSTAniki paDipoyina rUpAyi
TE_BABJI_000001182,kvAliTI vidya aMdiMcAlane lakSyaMtone alA cestunnAM eke khAn
TE_BABJI_000001183,aMdAlabhAma soSal mIDiyA khAtAlu hyAk cesi
TE_BABJI_000001184,prajalaku epI paొlyUSan kaMTrol borDu sUcana
TE_BABJI_000001185,pAk pradhAnigA imrAn ఎnnika pratyardhi cittu cittu
TE_BABJI_000001186,kaెnarA byAMklo pIolu
TE_BABJI_000001187,rASTraMlone jagan atipaెdda daొMga maMtri ayyannapAtruDu
TE_BABJI_000001188,maొkkalaku puTTinaroju veDukalu
TE_BABJI_000001189,hAspiTallo hasInki SAkiccina SamI
TE_BABJI_000001190,iMDigo nuMci phaెsTival sel rUke vimAna TikaెT
TE_BABJI_000001191,samudratIra prAMtaMlo dAruNaM priyuDni kaొTTi priyurAlipai
TE_BABJI_000001192,vRddhireTulo epI dUsukaెLtoMdi caMdrabAbu
TE_BABJI_000001193,nanne sTeSanku taెstArrA aMTU pramukhuDi manavaDi vIraMgaM
TE_BABJI_000001194,taొlisAri alA cUstU uMDipoyA kAjal
TE_BABJI_000001195,aiaiTI madrAslo viMta aMTarAnitanaM
TE_BABJI_000001196,TIArఎsnu aMduke vyatirekiMcAlsi vacciMdi caMdrabAbu
TE_BABJI_000001197,saెlphI sUsaiD cesukunna guruvAraెDDi baMdhuvula AMdoLana
TE_BABJI_000001198,TIDIpI adhineta caMdrabAbuku korTu noTIsulu
TE_BABJI_000001199,lavyU bApUjI aTaljIki SAruk nivALi
TE_BABJI_000001200,I sinimAnu varalD phemas ceddAM rAnA
TE_BABJI_000001201,yuddhAniki muMde cetulaెttesina amitSA
TE_BABJI_000001202,bAtTab niMDA Dabbulato aiphon SorUMku tarvAta emaiMdaMTe
TE_BABJI_000001203,pudInA lassI
TE_BABJI_000001204,pavan maliviData porATa yAtra tedIlu ive
TE_BABJI_000001205,mArkaెTloki hIro ఎks TrIM  Ar
TE_BABJI_000001206,pepar uMDa kanipiste noTloki tIsukuni namilina Avu civariki
TE_BABJI_000001207,sanraijars saMcalana nirNayaM DeviD vArnarpai veTu
TE_BABJI_000001208,dammucakrAlato roDlu dhvaMsaM
TE_BABJI_000001209,eDu naెlalayiMdi edI prakaTana
TE_BABJI_000001210,siddU mA netagA pAk vaెLlaledu kAMgraెs
TE_BABJI_000001211,lo kostAloni A niyojakavargaM vaisIpI khAtAloke
TE_BABJI_000001212,dANA kuMbhakoNaM nAlugo kesulo tIrpu repe
TE_BABJI_000001213,nATiki nA lakSyaM ade
TE_BABJI_000001214,parizodhanallo meghanaM
TE_BABJI_000001215,bAksiMg droNa
TE_BABJI_000001216,Aza varkarla sammeLanaMlo caMdrabAbuku satkAraM
TE_BABJI_000001217,ఎyimslo udyogAlu
TE_BABJI_000001218,sAdhAraNaMgA beriS
TE_BABJI_000001219,DeMjar gem
TE_BABJI_000001220,pUDcipaెTTina  rojula tarvAta mRtadehAnni bayaTaku tIsi
TE_BABJI_000001221,smit aMTe nAku ippaTikI gauravame rahAne
TE_BABJI_000001222,saukaryavaMtaMgA uMDe phuTver ఎMcukovaDaM ilA
TE_BABJI_000001223,mA kuTuMbaMloki kaొtta vaెlugu taెccinaMduku thyAMkyU
TE_BABJI_000001224,dummu repina dhonI
TE_BABJI_000001225,TraMpku mukutADu
TE_BABJI_000001226,ఎrDaెgAn bATalo modI
TE_BABJI_000001227,gurtukaొstunnAyivikaTiMcina kAMgraెs TIArఎs paొttu
TE_BABJI_000001228,bhArIgA aieఎsla badilIlaku raMgaM siddhaM
TE_BABJI_000001229,Traibs iMDiyA rAyabArigA merI kom
TE_BABJI_000001230,vallabhAy neSanal inisTiTyUT Aph TaెknAlajIlo udyogAlu
TE_BABJI_000001231,upAdhi mArgaM pApkArn bheS
TE_BABJI_000001232,caMpevALLaku satyAgrahaMto samAdhAnaM caెppAlA
TE_BABJI_000001233,Aru mukhAlu Aru dhAmAlu
TE_BABJI_000001234,sphUrtidAyaka suparipAlana
TE_BABJI_000001235,kaDapa jillAlo ghoraM prema vyavahAraMlo vidyArthi bali
TE_BABJI_000001236,jammUkazmIrlo marosAri raెccipoyina ugravAdulu
TE_BABJI_000001237,roboTik pappI
TE_BABJI_000001238,upAdhi kalpanalo uttama phalitAlu sAdhistunna TAsk
TE_BABJI_000001239,zAzvataMgA rAjakIyAlanu vadilestA
TE_BABJI_000001240,haidarAbAdlo Amaె kosaM ఎdurucUstunnAru
TE_BABJI_000001241,pratyekahodA kosaM yuvakuDu Atmahatya
TE_BABJI_000001242,durAlocanato pinni ani kUDA cUDaledu
TE_BABJI_000001243,laMDan vaెLli mUDeLlugA kanipiMcakuMDA poyina karIMnagar vidyArthi
TE_BABJI_000001244,alA mATlADakaMDi
TE_BABJI_000001245,komal
TE_BABJI_000001246,ika nuMci va tedI varaku reSan
TE_BABJI_000001247,peru gautami cadiviMdi bITaెk ఒkesAri ayidu prabhutvodyogAlu sAdhiMci
TE_BABJI_000001248,tilaka bhasma dhAraNato maMci Alocanalu
TE_BABJI_000001249,AsIs kaెpTaెn Tim painku rohit zarma sUpar Aphar
TE_BABJI_000001250,nIrav coksIki nAn baెyilabul vAraెMTlu
TE_BABJI_000001251,paెLli veDukalo viSAdaM TrAkTar DhIkaొni paెLlikaొDukuku tIvra gAyAlu
TE_BABJI_000001252,eaiTIe TornIlo zrIvalliki Dabul
TE_BABJI_000001253,DaMbul kosaM yuvakuDi hatya
TE_BABJI_000001254,sahakAra byAMkulo lakSalu mAyaM ఎlA aMTe
TE_BABJI_000001255,raెccipoyina TIArఎs neta ఎvaripai dADi cezADo taెlusA
TE_BABJI_000001256,jAma caTnI
TE_BABJI_000001257,rAhul gAMdhI niyojakavargaM mArutunnArA
TE_BABJI_000001258,kannILlu paెTTukunna tejasvi odArcina tanIS
TE_BABJI_000001259,A raెMDiMTiki AdaraNa taggaledu keTIAr
TE_BABJI_000001260,kaugiliMta mahattu
TE_BABJI_000001261,vATsan grUp Taెk pArTnargA inphosis
TE_BABJI_000001262,udyogulu appuluaDvAnsulu paొMdaDaM ఎlA
TE_BABJI_000001263,paెddapalli oTarla tIrpu vilakSaNaM
TE_BABJI_000001264,carmaM maెrustU niganigalADAlaMTe
TE_BABJI_000001265,zAMtA bayo poliyo vyAksinku DablyUhaెcvo anumati
TE_BABJI_000001266,maMtri lokezku kauMTar iccina bIjepI ఎMpI
TE_BABJI_000001267,nAgazaurya lekapote I sinimA sinimA ledu nirmAtalu
TE_BABJI_000001268,maro yuddhAniki jiyo sannaddhaM
TE_BABJI_000001269,vIDu dAniki tappa denikI panikirADu anukuni uMTAru nitin
TE_BABJI_000001270,vidyArthulaku ఎnnikala TaెnSn
TE_BABJI_000001271,kanvInar koTA maెriT jAbitA viDudala
TE_BABJI_000001272,bAl miThAyi
TE_BABJI_000001273,murugadAs naెkTs TArgaెT ataDenA
TE_BABJI_000001274,skImulA skAmulA
TE_BABJI_000001275,vATsAp Imaెyil dvArA  samanlu paMpina haెcDIఎphsI byAMku
TE_BABJI_000001276,glejD DonaTs
TE_BABJI_000001277,sTAr athlaెT sImA pUniyA adRzyaM
TE_BABJI_000001278,naెT byAMkiMg ఎMta seph
TE_BABJI_000001279,agarbatti vaెligiMcADu bIఎMDablU kAru bUDidaiMdi
TE_BABJI_000001280,DAkTar zilpa mRtiki kAraNameMTo caెppina sIaiDI
TE_BABJI_000001281,pramukha kannaDa naTuDu aMbarIS kannumUta
TE_BABJI_000001282,bhArata graMthAlaya zAstra pitAmahuDu
TE_BABJI_000001283,jaొhAnnaెsbarg Tilo sautAphrikAnu cittugA oDiMcina TIM iMDiyA
TE_BABJI_000001284,ghora roDDu pramAdaM taొmmidi maMdi mRti
TE_BABJI_000001285,taెlaMgANa kaొtta pIsIsI sabhyulu vIre
TE_BABJI_000001286,pratyarthi abhyarthini kAru digi palakariMcina harikRSNa
TE_BABJI_000001287,Ayana daggara rahasyaM uMdi rozayya
TE_BABJI_000001288,pyUr ejaెMT aMTe
TE_BABJI_000001289,DiggI rAjA maLlI vastunnAru
TE_BABJI_000001290,polIs udyogAlaku iccina saDaliMpu mArgadarzakAlive
TE_BABJI_000001291,esIbI vicAraNaku kesIAr AdezaM
TE_BABJI_000001292,DAkTarla haెccarikamala visarjana taruvAta alA ceyakapote
TE_BABJI_000001293,cainAlo muMdugAne yogA dinotsavaM
TE_BABJI_000001294,aipIఎllo raSIdkhAn arudaina rikArDu
TE_BABJI_000001295,iMtakU mIraెTuvaipu
TE_BABJI_000001296,kRtrima DAlaru kRziMcina rUpAyi
TE_BABJI_000001297,varuN sinimAki nirmAta daొrakaDaM ledaTa
TE_BABJI_000001298,ardharAtri mAjI spIkarku guMDaెpoTu paristhitipai caMdrabAbu ArA
TE_BABJI_000001299,vicitra AcAraM pillalu puTTAke vivAhaM
TE_BABJI_000001300,maLlI paెrigina pasiDi dhara
TE_BABJI_000001301,kiyA sUpar lIglo smRti saMcalanaM
TE_BABJI_000001302,naెllUru jillAlo dAruNaM
TE_BABJI_000001303,bIphArmasI vidyArthini Atmahatya kesulo kaొtta TvisT
TE_BABJI_000001304,gedaెlanu iMta aMdaMgA ఎppuDU cUsuMDaremo
TE_BABJI_000001305,paMdaెMkoDi tarvAta abhimanyuDe
TE_BABJI_000001306,ఎMtapani cezAvammA
TE_BABJI_000001307,railu pramAdaMlo prANaM nilabaెTTina snehaM
TE_BABJI_000001308,nAnnA nannu kSamiMcaMDi
TE_BABJI_000001309,somAjigUDalo novA IఎnTI haెD aMD naెk hAspiTal prAraMbhaM
TE_BABJI_000001310,kAraNaM kesIAr
TE_BABJI_000001311,paెLli kAnukalo bAMbu varuDu durmaraNaM
TE_BABJI_000001312,revAr gyAMg rep kesu kIlaka niMditula araెsT
TE_BABJI_000001313,aiTI dADulanu khaMDiMcina maMtri nArAyaNa
TE_BABJI_000001314,padi rojula nighA paTTiMciMdi
TE_BABJI_000001315,hauslo ugra narasiMhuDilA bAbu gogineni
TE_BABJI_000001316,rAjyAMgAnni bIjepIAraెssaెs daెbbatIstunnAyi
TE_BABJI_000001317,ammavArini darziMcukovAlaMTe  maెTlu ఎkkAlsiMde
TE_BABJI_000001318,AdivAsulato mukhAmukhi
TE_BABJI_000001319,vi caMdrazekhararAvu saMsmaraNa sabha
TE_BABJI_000001320,pratighaTanA porATa rUpazilpi
TE_BABJI_000001321,panuMdaMTU baMDi mIda tIsukaెLlADu taెllAresariki
TE_BABJI_000001322,keraLaku bhArI sAyaM prakaTiMcina kIrtI sureS
TE_BABJI_000001323,kAmanvaెlt gemslo bhAratku maro svarNaM
TE_BABJI_000001324,Agadu mA prayANaM TrAvaెlAg paricaya sabha
TE_BABJI_000001325,bajAj aliyAMj kaొtta prImiyaM vasULlalo  vRddhi
TE_BABJI_000001326,big bAs haujlo I prema gola eMTi
TE_BABJI_000001327,ika paMcAyatIllo Anlain sevalu
TE_BABJI_000001328,siks kaొTTi paెviliyan cerADu
TE_BABJI_000001329,jiఎsTito AdAyaMlo rU koTla vRddhi
TE_BABJI_000001330,malabArlo braiDs Aph iMDiyA Aro ఎDiSan
TE_BABJI_000001331,vacce eDAdi  zAtaM vRddhi
TE_BABJI_000001332,cAlA garva paDutunnA kona vaెMkaT
TE_BABJI_000001333,kalvakurti Tu karNATaka
TE_BABJI_000001334,eDugurito TImnu erpATu cesukunnA naెla naెlA jItAlu istunnA
TE_BABJI_000001335,simaెMT utpattilo  vRddhi
TE_BABJI_000001336,Tac cesi cUDu sinimA saెnsAr pUrti
TE_BABJI_000001337,iMjanIriMg vidyArthi araెsT
TE_BABJI_000001338,aipIఎl baెTTiMg bukkaina maro sTAr DairaెkTar
TE_BABJI_000001339,taraM mArinA kathA saMpuTi
TE_BABJI_000001340,prabhutvAniki jIఎsTI SAk
TE_BABJI_000001341,cepalamme keraLa vidyArthini varadasAyaM ఎMticciMdo taెliste
TE_BABJI_000001342,viSAdaMcanipotunnaTlu preyasiki maెsejA vArta vinna Amaె vaెMTane
TE_BABJI_000001343,avakAzAliste adaragaొDatAru
TE_BABJI_000001344,masAlA maొkkajaొnna sabjI
TE_BABJI_000001345,karaెMTuto rayray
TE_BABJI_000001346,iMdhanaM AdA ceyaMDilA
TE_BABJI_000001347,sahacaruDu pATalu vadilAru
TE_BABJI_000001348,bITaెk cadiviaMdarilA kAkuMDA
TE_BABJI_000001349,gavarnar TIArఎs netala parAmarzallo AMtaryamemiTi javahar
TE_BABJI_000001350,zmazAnaMlo bartDe
TE_BABJI_000001351,ఎMpIla hakkulanu guMjukunnAru  zrIlaMka pArlamaెMTu spIkar
TE_BABJI_000001352,ikapai alAMTi sinimAlu ceyanu kIrti sureS
TE_BABJI_000001353,pracAraMlo maMtri AMjaneyaku tIvra asvasthata
TE_BABJI_000001354,pAtabastIlo dAruNaM yuvatini nagnaMgA
TE_BABJI_000001355,aTavI zAkhalo iMTi daొMgalu
TE_BABJI_000001356,railu AgiMdi prayANikulu kiTikIlu taెrici cUzArucivariki
TE_BABJI_000001357,taెlaMgANaku keMdraM tIpi kaburu
TE_BABJI_000001358,dvArapUDilo sIఎM caMdrabAbu
TE_BABJI_000001359,mA udyamaMlo TIDIpI netalU pAlgaొnAli baొtsa
TE_BABJI_000001360,ఒka dehAtmaloki
TE_BABJI_000001361,koregAv kaొnni caritra koNAlu
TE_BABJI_000001362,TIDIpI ఎMpIlaku sIఎM caMdrabAbu phon eM mATlADAraMTe
TE_BABJI_000001363,siddhUki SAk iccina saొMta prabhutvaM
TE_BABJI_000001364,gan kalcar
TE_BABJI_000001365,kalaెkTarla sadassulo sIఎM caMdrabAbu
TE_BABJI_000001366,auT sorsiMg sibbaMdipai caMdrabAbu sarkAr kIlaka nirNayaM
TE_BABJI_000001367,vidyAzAkha pani tIrupai sIఎM asaMtRpti
TE_BABJI_000001368,rITsto  zAtaM vArSika rAbaDi
TE_BABJI_000001369,subbaraMgA tinamani caెbutunnA
TE_BABJI_000001370,TIArఎs pracArAniki vedikagA nilicina brisben TI myAc
TE_BABJI_000001371,taొmmidi maMdi prabhutva salahAdArulaku udvAsana
TE_BABJI_000001372,krikaెTarku paDipoyina priya prakAz vAriyar
TE_BABJI_000001373,isukanu cerci zilpaMgA tIrci
TE_BABJI_000001374,cetilo nippukaNaMto mahiLaku agni parIkSa kesu namodu
TE_BABJI_000001375,balamaina kuduLlaku nuvvula nUnaె
TE_BABJI_000001376,viMDIs laMka raెMDo TaెsT DrA
TE_BABJI_000001377,mahabUbAbAd jillAlo tRTilo tappina pramAdaM
TE_BABJI_000001378,bharata khaMDaMbu cakkani pADiyAvu
TE_BABJI_000001379,brekiMg nyUs mayanmAr saMcalana nirNayaM
TE_BABJI_000001380,pAThazAlallo aTal lyAblu
TE_BABJI_000001381,prazAMtaMgA ఎssai parIkSa
TE_BABJI_000001382,A vIDiyo kliplu IsIki iccA vIhaెc
TE_BABJI_000001383,vIDani noTla raddu vaెtalu
TE_BABJI_000001384,zrIlaMka rAjakIyAllo Asaktikara pariNAmaM
TE_BABJI_000001385,yApil khIr
TE_BABJI_000001386,vAmmo idi puTTagaొDugenA
TE_BABJI_000001387,sIj cesina havAlA Dabbu guriMci haidarAbAd sIpI emannAraMTe
TE_BABJI_000001388,kalakalaM aisis ugravAdulato rahasyaMgA mATlADutunna haidarAbAdI araెsT
TE_BABJI_000001389,sItAphalaM rasamalAyi
TE_BABJI_000001390,rAhul rAkato kejrIvAl niSkramaNa
TE_BABJI_000001391,samaMta nAku sIniyar mAtrame vijay devarakaొMDa
TE_BABJI_000001392,ika baularla vaMtu
TE_BABJI_000001393,haెcఎఎl Tarnovar rU koTlu
TE_BABJI_000001394,TIArTIki dAdApu  hAjaru
TE_BABJI_000001395,naSTAlaొste pAlasIdArulaku rakSaNa uMdA
TE_BABJI_000001396,leDIs hAsTalloki anukoni atithi SAk ayina ammAyilu
TE_BABJI_000001397,e kSaNamainA A skUl sIj
TE_BABJI_000001398,ade sAdhakuDiki zivarAtri
TE_BABJI_000001399,videzIgaDDapai modI svadezI rAjakIyaM
TE_BABJI_000001400,kUtaku vaెLdAmA
TE_BABJI_000001401,anaMtapuraMlo pramukha neta anucaruDi hatyaku kuTra
TE_BABJI_000001402,kaLAtmakaMgA rUpaొMdutunna TITIDI AlayAlu
TE_BABJI_000001403,RNamAphIlato prayojanaM ledu
TE_BABJI_000001404,cainAlo arabiMdo saMyukta kaMpaెnI
TE_BABJI_000001405,janasena adhineta pavan na telceyabotunnArA
TE_BABJI_000001406,Asakti rekaెttiMcina manu citra Trailar
TE_BABJI_000001407,paెddAspatrilo Adhipatya jabbu
TE_BABJI_000001408,oArArpai jarnalisTulaku TyAks minahAyiMpu ivvaMDi
TE_BABJI_000001409,kasiMtalo bolaెDu suguNAlu
TE_BABJI_000001410,sItArAM ecUrito caMdrabAbu bheTI
TE_BABJI_000001411,yUnivarsiTI Aph haidarAbAdlo udyogAlu
TE_BABJI_000001412,saెllArlalo nITini ఎkkaDa paDite akkaDa vadalaొddu
TE_BABJI_000001413,AlU in van
TE_BABJI_000001414,eDeLlalo aidu raెTlu paెraganunna kensar rogulu
TE_BABJI_000001415,phibravari na marosAri dharnA cestAM azokbAbu
TE_BABJI_000001416,anni polIsusTeSanlalo atyAcAra parizodhaka kiTlu
TE_BABJI_000001417,TITIDIlo purAvastu zAkha hasta kSepAnni aMgIkariMcaM kamalAnaMda bhArati
TE_BABJI_000001418,vaiyas jagan I citra ADiyo rilIj cezAru
TE_BABJI_000001419,taెlaMgANa sIఎM kesIArku AhvAnaM
TE_BABJI_000001420,pakSirAjaku preraNa ఎkkaDi nuMci vacciMdo taెlusA
TE_BABJI_000001421,na ఎMsaెT phalitAlu
TE_BABJI_000001422,raSyA vyAptaMgA putin vyatireka pradarzanalu
TE_BABJI_000001423,veruzanaga sAgulo kaొttavaెlugu
TE_BABJI_000001424,vidyArthula cetullo veTakattulu bassullo prayANikula baెMbelu
TE_BABJI_000001425,kAmaMto kaLLu mUsukupoyi bAdhiturAlipai kannesina sIai
TE_BABJI_000001426,nijAmAbAdlo dAruNaM kalakalaM reputunna ghaTana
TE_BABJI_000001427,AprikAT laDDu
TE_BABJI_000001428,raviteja zatakaM haidarAbAd
TE_BABJI_000001429,kohlI kaెpTaెnsI o vairas
TE_BABJI_000001430,maSrUm sTir phrai
TE_BABJI_000001431,epI maMtri ziddhA rAghavarAvu iMTlo viSAdaM
TE_BABJI_000001432,ammAyini kaugiliMcukuni saspaెMDaina vidyArthe ippuDu khyAti tIsukaొccADu
TE_BABJI_000001433,paMcArAmAlu cUsaొddAM
TE_BABJI_000001434,rAsukoMDi blAk basTar talaivA nuvvenA
TE_BABJI_000001435,pratibhA puraskArAla pradAnaM cesina caMdrabAbu
TE_BABJI_000001436,roj kokonaT kUlar
TE_BABJI_000001437,raMgaMloki digina kAMgraెs paెddalu kIlaka netaku bujjagiMpulu
TE_BABJI_000001438,iddaru laSkare ugravAdula kAlciveta
TE_BABJI_000001439,bhAratadeza samaikyataku kaెnaDA pratipakSAla samarthana
TE_BABJI_000001440,esIbI valalo soSal vaెlpher DIDI Astulu e reMjlo unnAyaMTe
TE_BABJI_000001441,vadhuvune velaMlo rUvelaku vikrayiMcina veLa
TE_BABJI_000001442,vastAvA maro AkAzAniki
TE_BABJI_000001443,kolDcain riphrijireSanpai neTi nuMci sadassu
TE_BABJI_000001444,I ATo Draivar laiph sTail guriMci taెliste vaెnnulo vaNuku puDutuMdi
TE_BABJI_000001445,byADmiMTan cAMpiyanSip manIS kumAr
TE_BABJI_000001446,ఎdurucUstunna adhikArulu huTAhuTina haidarAbAd bayaluderina revaMt
TE_BABJI_000001447,IvIఎMlalo avakatavakalu jarigAyi aMjankumAr
TE_BABJI_000001448,keTIAr vyAkhyalaku caMdrabAbu kauMTar
TE_BABJI_000001449,anaMta ఎssai sAhasaM muThAnu vaెMTADi SUT cesi
TE_BABJI_000001450,bhArat pAkisthAn saMcalana nirNayaM
TE_BABJI_000001451,uttama nagaraM haidarAbAd
TE_BABJI_000001452,pApaM zrIzAMt bigbAslo aMdarikaMTe takkuva raెmyunareSan ataDike
TE_BABJI_000001453,rAjadhAnilo ఒke kuTuMbaMloni mugguri hatya
TE_BABJI_000001454,idI laెkka
TE_BABJI_000001455,DigrI arhatato praiveTu udyogAlu
TE_BABJI_000001456,baెMjsarkil phlai ovar panullo ayomayaM
TE_BABJI_000001457,inpharmeSan thaెphT guriMce samaMta
TE_BABJI_000001458,ADa pilla bhAraM kAdu  pradhAni modI
TE_BABJI_000001459,A samayaM iMkA rAledu  ArmI cIph
TE_BABJI_000001460,rAjasthAn rAyalspai virucukupaDutunna naెTijanlu
TE_BABJI_000001461,aMbeDkar DiliT De utsavAlu
TE_BABJI_000001462,avinIti adhikArulaku pAsporTulu iccedi ledu
TE_BABJI_000001463,dezaMlo vimAna prayANikula saMkhya paెrigiMdoc
TE_BABJI_000001464,appuDu daెyyaMippuDu devatA
TE_BABJI_000001465,ఎMTIఎnఎllo udyogAlu
TE_BABJI_000001466,caMdrabAbu muMdu bhUmA kuTuMbaM uMcina praznalive
TE_BABJI_000001467,vanplas  smArTphon dhara ఎMto taెlusA
TE_BABJI_000001468,rASTra kebinaెT nuMci vaidaొlugutunnAM epI bIjepI
TE_BABJI_000001469,maMdi kUtuLlu taMDri ruNaM tIrcukunnArilA
TE_BABJI_000001470,pulipirlanu nimiSaMlo mAyaM cestAraTa
TE_BABJI_000001471,rANA rikArDunu baddalu kaొTTina saMju zAMsan
TE_BABJI_000001472,nA pillala kosaM kaొMta baMgAraM vadilivaెLlaMDidaొMgalaku nagala dukANa yajamAni veDukolu
TE_BABJI_000001473,bAy phraెMD pakkana lenaMduku phIlavutonna zRtihAsan
TE_BABJI_000001474,pArTI mArina vaisIpI ఎmmaెlyeku lo caMdrabAbu TikaెT istArA
TE_BABJI_000001475,jeఎphsI pUrtisthAyi nivedikanu siddhaM repe viDudala
TE_BABJI_000001476,haidarAbAd rAmaMtapUrlo taెgabaDina daొMgalu
TE_BABJI_000001477,kaొDuku jok ceste taMDri nijaM cesi cUpiMcADu
TE_BABJI_000001478,jaganpai maMtri ayyanna ghATu vimarzalu
